Transaction_ID,Date,Country,Region,City,Customer_ID,Product_Category,Product_Name,Units_Sold,Unit_Price,Currency,Discount_pct,Total_Sales,Channel,Payment_Method,Returned,Repeat_Customer,Delivery_Time_Days,Gross_Margin_pct,Profit
TXN0002663,13-03-2024,India,Delhi,Delhi,CUST001255,Beauty,Snacks Pack,9,38735,INR,0,348615,Online,Debit Card,0,1,7,0.157,54732.56
TXN0002664,29-08-2022,India,Pune,Pune,CUST001685,Toys,Tennis Racket,1,58724,INR,5,55787.8,Retail,Net Banking,0,1,1,0.115,6415.6
TXN0002665,06-04-2022,India,Mumbai,Mumbai,CUST002529,Electronics,Sofa,4,56420,INR,5,214396,Retail,Cash,0,0,7,0.128,27442.69
TXN0002666,26-08-2025,India,Ahmedabad,Ahmedabad,CUST002539,Toys,Perfume,8,52273,INR,0,418184,Retail,PayPal,0,1,13,0.083,34709.27
TXN0002667,05-05-2022,India,Kolkata,Kolkata,CUST002796,Furniture,Perfume,8,22096,INR,0,176768,Retail,PayPal,0,0,4,0.319,56388.99
TXN0002668,22-08-2022,India,Hyderabad,Hyderabad,CUST000177,Electronics,Headphones,4,51095,INR,5,194161,Online,Cash,0,0,10,0.335,65043.94
TXN0002669,20-11-2023,India,Hyderabad,Hyderabad,CUST001035,Electronics,T-shirt,4,97736,INR,0,390944,Wholesale,Credit Card,0,1,11,0.123,48086.11
TXN0002670,05-08-2023,India,Mumbai,Mumbai,CUST000635,Toys,Headphones,4,33420,INR,15,113628,Online,Credit Card,0,0,5,0.343,38974.4
TXN0002671,14-05-2025,India,Pune,Pune,CUST002266,Beauty,Headphones,1,22434,INR,20,17947.2,Retail,Credit Card,0,0,6,0.215,3858.65
TXN0002672,21-08-2022,India,Bengaluru,Bengaluru,CUST001157,Electronics,Laptop,3,99345,INR,0,298035,Retail,Credit Card,0,0,13,0.122,36360.27
TXN0002673,30-04-2022,India,Delhi,Delhi,CUST001596,Sports,Laptop,3,65912,INR,10,177962.4,Retail,PayPal,0,1,10,0.202,35948.4
TXN0002674,23-09-2023,India,Pune,Pune,CUST001182,Sports,Tennis Racket,5,32804,INR,15,139417,Retail,PayPal,0,1,3,0.073,10177.44
TXN0002675,22-01-2022,India,Lucknow,Lucknow,CUST002626,Furniture,Action Figure,8,80190,INR,0,641520,Online,UPI,0,0,5,0.092,59019.84
TXN0002676,31-01-2024,India,Jaipur,Jaipur,CUST001496,Toys,T-shirt,5,25046,INR,10,112707,Online,Net Banking,0,1,3,0.117,13186.72
TXN0002677,20-05-2025,India,Chennai,Chennai,CUST002192,Food,Tennis Racket,4,10391,INR,10,37407.6,Online,PayPal,0,1,8,0.324,12120.06
TXN0002678,22-06-2024,India,Pune,Pune,CUST000210,Toys,Tennis Racket,7,86581,INR,5,575763.65,Retail,UPI,0,1,7,0.335,192880.82
TXN0002679,20-04-2023,India,Kolkata,Kolkata,CUST002138,Sports,Tennis Racket,1,13191,INR,10,11871.9,Retail,Cash,0,1,2,0.173,2053.84
TXN0002680,28-11-2023,India,Lucknow,Lucknow,CUST001036,Toys,Laptop,6,46680,INR,0,280080,Online,PayPal,0,0,14,0.123,34449.84
TXN0002681,18-04-2024,India,Lucknow,Lucknow,CUST002372,Toys,Action Figure,9,25286,INR,0,227574,Retail,Debit Card,1,0,7,0.147,33453.38
TXN0002682,07-07-2022,India,Pune,Pune,CUST001275,Clothing,Microwave,2,98471,INR,25,147706.5,Online,Debit Card,0,1,11,0.15,22155.98
TXN0002683,21-04-2025,India,Mumbai,Mumbai,CUST002290,Toys,Action Figure,9,85340,INR,10,691254,Retail,Net Banking,0,1,8,0.216,149310.86
TXN0002684,22-02-2023,India,Lucknow,Lucknow,CUST002587,Food,Snacks Pack,7,1893,INR,0,13251,Online,Net Banking,0,0,11,0.101,1338.35
TXN0002685,07-07-2023,India,Jaipur,Jaipur,CUST002613,Electronics,Tennis Racket,7,52166,INR,10,328645.8,Retail,Cash,0,1,5,0.223,73288.01
TXN0002686,24-06-2023,India,Hyderabad,Hyderabad,CUST002903,Sports,Tennis Racket,4,82357,INR,15,280013.8,Online,UPI,0,0,4,0.161,45082.22
TXN0002687,02-01-2025,India,Ahmedabad,Ahmedabad,CUST001109,Furniture,Microwave,5,26149,INR,0,130745,Online,Debit Card,0,1,13,0.237,30986.56
TXN0002688,05-02-2022,India,Jaipur,Jaipur,CUST001200,Furniture,Sofa,6,21418,INR,5,122082.6,Retail,UPI,0,0,10,0.22,26858.17
TXN0002689,15-06-2023,India,Mumbai,Mumbai,CUST000293,Food,Snacks Pack,6,33633,INR,0,201798,Retail,Cash,0,1,10,0.188,37938.02
TXN0002690,19-11-2023,India,Kolkata,Kolkata,CUST002018,Beauty,Perfume,8,97730,INR,10,703656,Online,UPI,0,1,1,0.086,60514.42
TXN0002691,04-11-2024,India,Pune,Pune,CUST001069,Clothing,Perfume,5,74444,INR,10,334998,Online,Debit Card,0,1,10,0.097,32494.81
TXN0002692,06-02-2025,India,Ahmedabad,Ahmedabad,CUST000715,Electronics,Microwave,4,23877,INR,15,81181.8,Online,PayPal,0,1,6,0.154,12502
TXN0002693,04-05-2022,India,Bengaluru,Bengaluru,CUST000643,Electronics,Headphones,8,10602,INR,25,63612,Retail,Cash,0,1,1,0.272,17302.46
TXN0002694,21-08-2025,India,Ahmedabad,Ahmedabad,CUST002438,Toys,T-shirt,8,64272,INR,0,514176,Retail,UPI,0,1,10,0.15,77126.4
TXN0002695,07-11-2024,India,Kolkata,Kolkata,CUST001486,Food,Snacks Pack,3,18657,INR,0,55971,Retail,UPI,0,1,5,0.134,7500.11
TXN0002696,25-03-2022,India,Mumbai,Mumbai,CUST002205,Furniture,Smartphone,2,43200,INR,25,64800,Online,UPI,1,1,11,0.288,18662.4
TXN0002697,06-12-2023,India,Chennai,Chennai,CUST002209,Furniture,Smartphone,1,77020,INR,10,69318,Online,UPI,0,1,12,0.312,21627.22
TXN0002698,06-07-2024,India,Delhi,Delhi,CUST001553,Beauty,Microwave,1,62788,INR,5,59648.6,Wholesale,Net Banking,0,1,8,0.267,15926.18
TXN0002699,26-04-2025,India,Kolkata,Kolkata,CUST001977,Clothing,Snacks Pack,4,28262,INR,5,107395.6,Online,Cash,0,0,6,0.184,19760.79
TXN0002700,02-04-2025,India,Chennai,Chennai,CUST000779,Toys,Smartphone,2,68355,INR,5,129874.5,Retail,Cash,0,0,7,0.114,14805.69
TXN0002701,03-01-2023,India,Delhi,Delhi,CUST000223,Electronics,Tennis Racket,3,83766,INR,0,251298,Online,UPI,0,1,10,0.348,87451.7
TXN0002702,29-01-2023,India,Pune,Pune,CUST002960,Food,Microwave,3,39335,INR,10,106204.5,Online,UPI,0,0,3,0.151,16036.88
TXN0002703,20-01-2022,India,Delhi,Delhi,CUST002172,Toys,Action Figure,7,63981,INR,0,447867,Retail,PayPal,0,0,9,0.18,80616.06
TXN0002704,16-10-2024,India,Delhi,Delhi,CUST002853,Beauty,Microwave,6,14197,INR,5,80922.9,Online,Net Banking,1,1,6,0.207,16751.04
TXN0002705,23-04-2022,India,Chennai,Chennai,CUST001174,Clothing,Laptop,5,99608,INR,0,498040,Online,PayPal,0,1,13,0.219,109070.76
TXN0002706,02-09-2025,India,Kolkata,Kolkata,CUST000547,Electronics,T-shirt,9,17071,INR,10,138275.1,Retail,Debit Card,0,0,2,0.056,7743.41
TXN0002707,23-12-2022,India,Lucknow,Lucknow,CUST002866,Clothing,Microwave,4,99310,INR,25,297930,Retail,Net Banking,0,1,4,0.319,95039.67
TXN0002708,19-03-2025,India,Bengaluru,Bengaluru,CUST002933,Electronics,Action Figure,3,44803,INR,0,134409,Retail,UPI,0,0,7,0.314,42204.43
TXN0002709,15-04-2024,India,Jaipur,Jaipur,CUST001551,Sports,Smartphone,7,86633,INR,0,606431,Retail,UPI,0,0,5,0.087,52759.5
TXN0002710,11-02-2024,India,Lucknow,Lucknow,CUST001880,Clothing,Headphones,7,18185,INR,5,120930.25,Online,UPI,0,1,12,0.305,36883.73
TXN0002711,17-02-2023,India,Hyderabad,Hyderabad,CUST001330,Clothing,Snacks Pack,2,53146,INR,5,100977.4,Online,UPI,0,1,10,0.097,9794.81
TXN0002712,05-04-2024,India,Ahmedabad,Ahmedabad,CUST000016,Sports,Microwave,9,59391,INR,15,454341.15,Online,Net Banking,0,0,9,0.123,55883.96
TXN0002713,27-02-2022,India,Kolkata,Kolkata,CUST000513,Food,Smartphone,8,50045,INR,0,400360,Online,UPI,0,1,13,0.206,82474.16
TXN0002714,13-12-2024,India,Ahmedabad,Ahmedabad,CUST001058,Toys,Microwave,1,63787,INR,5,60597.65,Wholesale,Debit Card,0,0,5,0.343,20784.99
TXN0002715,16-10-2025,India,Lucknow,Lucknow,CUST000354,Toys,Action Figure,2,44121,INR,25,66181.5,Online,Credit Card,0,1,3,0.194,12839.21
TXN0002716,18-12-2023,India,Hyderabad,Hyderabad,CUST001488,Beauty,Headphones,2,78509,INR,10,141316.2,Retail,Debit Card,0,0,11,0.166,23458.49
TXN0002717,27-02-2023,India,Pune,Pune,CUST001128,Furniture,Headphones,8,13625,INR,0,109000,Wholesale,PayPal,0,0,14,0.206,22454
TXN0002718,16-12-2024,India,Delhi,Delhi,CUST001313,Clothing,Headphones,3,91461,INR,0,274383,Retail,UPI,1,1,12,0.12,32925.96
TXN0002719,05-03-2022,India,Hyderabad,Hyderabad,CUST000143,Food,Perfume,7,58576,INR,5,389530.4,Online,Net Banking,0,1,8,0.33,128545.03
TXN0002720,13-10-2022,India,Kolkata,Kolkata,CUST000977,Toys,Tennis Racket,6,78179,INR,5,445620.3,Wholesale,PayPal,0,1,13,0.331,147500.32
TXN0002721,08-12-2022,India,Ahmedabad,Ahmedabad,CUST002746,Sports,Tennis Racket,2,75449,INR,0,150898,Online,UPI,0,1,1,0.253,38177.19
TXN0002722,24-05-2023,India,Kolkata,Kolkata,CUST000337,Furniture,Sofa,9,12793,INR,5,109380.15,Online,PayPal,0,1,8,0.096,10500.49
TXN0002723,19-06-2023,India,Pune,Pune,CUST001827,Beauty,T-shirt,9,20073,INR,10,162591.3,Retail,Net Banking,0,0,2,0.196,31867.89
TXN0002724,22-03-2022,India,Chennai,Chennai,CUST000693,Beauty,Headphones,7,6722,INR,5,44701.3,Online,PayPal,0,1,11,0.165,7375.71
TXN0002725,16-01-2023,India,Delhi,Delhi,CUST001016,Clothing,T-shirt,4,48519,INR,0,194076,Retail,Credit Card,0,0,4,0.349,67732.52
TXN0002726,25-11-2023,India,Bengaluru,Bengaluru,CUST001949,Sports,T-shirt,1,16098,INR,25,12073.5,Online,Cash,0,0,8,0.066,796.85
TXN0002727,10-10-2023,India,Lucknow,Lucknow,CUST002424,Toys,Sofa,8,35694,INR,0,285552,Retail,Debit Card,0,1,14,0.127,36265.1
TXN0002728,20-02-2023,India,Chennai,Chennai,CUST002106,Toys,Microwave,9,92597,INR,10,750035.7,Online,Credit Card,0,1,8,0.198,148507.07
TXN0002729,11-09-2023,India,Bengaluru,Bengaluru,CUST002021,Sports,Microwave,8,22491,INR,10,161935.2,Online,UPI,0,0,12,0.298,48256.69
TXN0002730,14-05-2022,India,Pune,Pune,CUST000589,Electronics,Microwave,2,64133,INR,0,128266,Online,Net Banking,0,0,10,0.269,34503.55
TXN0002731,13-12-2023,India,Kolkata,Kolkata,CUST001063,Beauty,T-shirt,7,86868,INR,0,608076,Online,PayPal,0,1,13,0.337,204921.61
TXN0002732,04-06-2024,India,Bengaluru,Bengaluru,CUST001537,Food,Laptop,1,57036,INR,5,54184.2,Online,Net Banking,0,0,5,0.113,6122.81
TXN0002733,13-07-2023,India,Bengaluru,Bengaluru,CUST000561,Clothing,Snacks Pack,5,58901,INR,10,265054.5,Wholesale,Cash,0,1,6,0.081,21469.41
TXN0002734,11-08-2022,India,Jaipur,Jaipur,CUST001357,Beauty,Smartphone,8,53705,INR,5,408158,Retail,PayPal,0,1,5,0.227,92651.87
TXN0002735,25-04-2022,India,Jaipur,Jaipur,CUST002929,Clothing,Smartphone,9,15239,INR,0,137151,Online,Credit Card,0,1,12,0.18,24687.18
TXN0002736,22-11-2022,India,Kolkata,Kolkata,CUST000344,Toys,Perfume,3,10036,INR,20,24086.4,Online,Debit Card,0,0,6,0.15,3612.96
TXN0002737,15-07-2022,India,Delhi,Delhi,CUST002381,Electronics,Sofa,8,14017,INR,0,112136,Online,PayPal,0,0,9,0.283,31734.49
TXN0002738,11-10-2024,India,Lucknow,Lucknow,CUST001380,Beauty,Action Figure,3,59930,INR,0,179790,Online,Net Banking,0,0,3,0.215,38654.85
TXN0002739,15-10-2024,India,Kolkata,Kolkata,CUST002949,Clothing,Smartphone,8,70273,INR,15,477856.4,Online,Debit Card,0,0,8,0.146,69767.03
TXN0002740,06-09-2022,India,Chennai,Chennai,CUST000951,Food,Microwave,5,31393,INR,5,149116.75,Retail,UPI,0,1,7,0.211,31463.63
TXN0002741,14-08-2022,India,Hyderabad,Hyderabad,CUST000846,Toys,Snacks Pack,7,27478,INR,0,192346,Online,Net Banking,1,1,5,0.33,63474.18
TXN0002742,10-10-2022,India,Lucknow,Lucknow,CUST000365,Beauty,Perfume,6,60696,INR,25,273132,Online,PayPal,0,1,1,0.129,35234.03
TXN0002743,26-03-2023,India,Hyderabad,Hyderabad,CUST001271,Electronics,Snacks Pack,5,29902,INR,15,127083.5,Retail,Net Banking,0,1,10,0.186,23637.53
TXN0002744,13-12-2024,India,Hyderabad,Hyderabad,CUST000498,Furniture,Microwave,2,26261,INR,10,47269.8,Retail,Credit Card,0,1,10,0.136,6428.69
TXN0002745,15-01-2024,India,Pune,Pune,CUST000836,Furniture,Perfume,9,8514,INR,5,72794.7,Retail,Cash,1,1,2,0.223,16233.22
TXN0002746,02-05-2023,India,Delhi,Delhi,CUST001087,Clothing,T-shirt,7,51459,INR,10,324191.7,Online,UPI,0,0,7,0.321,104065.54
TXN0002747,19-03-2025,India,Chennai,Chennai,CUST001616,Beauty,Headphones,7,70875,INR,0,496125,Online,PayPal,0,1,4,0.246,122046.75
TXN0002748,15-12-2024,India,Jaipur,Jaipur,CUST002916,Beauty,Tennis Racket,5,13267,INR,10,59701.5,Retail,Cash,0,0,13,0.108,6447.76
TXN0002749,29-07-2022,India,Kolkata,Kolkata,CUST001264,Toys,Microwave,3,7267,INR,0,21801,Retail,PayPal,1,1,10,0.089,1940.29
TXN0002750,12-11-2022,India,Mumbai,Mumbai,CUST001621,Toys,Smartphone,9,50614,INR,0,455526,Online,Credit Card,0,1,7,0.061,27787.09
TXN0002751,04-02-2023,India,Hyderabad,Hyderabad,CUST002648,Electronics,Snacks Pack,8,36361,INR,10,261799.2,Online,Debit Card,0,1,12,0.302,79063.36
TXN0002752,25-02-2025,India,Kolkata,Kolkata,CUST001363,Furniture,Microwave,6,77761,INR,10,419909.4,Online,Credit Card,0,1,8,0.191,80202.7
TXN0002753,08-02-2024,India,Delhi,Delhi,CUST001122,Sports,Smartphone,2,58247,INR,0,116494,Retail,PayPal,0,1,3,0.177,20619.44
TXN0002754,01-11-2024,India,Bengaluru,Bengaluru,CUST002006,Food,T-shirt,7,54126,INR,10,340993.8,Retail,Credit Card,0,1,1,0.129,43988.2
TXN0002755,24-01-2022,India,Bengaluru,Bengaluru,CUST001518,Sports,Perfume,5,4695,INR,0,23475,Retail,Credit Card,0,1,9,0.179,4202.02
TXN0002756,06-05-2022,India,Pune,Pune,CUST001795,Furniture,Laptop,8,69691,INR,15,473898.8,Retail,PayPal,0,1,11,0.156,73928.21
TXN0002757,27-11-2022,India,Kolkata,Kolkata,CUST000679,Beauty,Snacks Pack,6,30028,INR,25,135126,Retail,Net Banking,0,0,2,0.273,36889.4
TXN0002758,09-04-2025,India,Jaipur,Jaipur,CUST002519,Food,Tennis Racket,9,57634,INR,30,363094.2,Retail,UPI,0,0,4,0.262,95130.68
TXN0002759,15-04-2022,India,Mumbai,Mumbai,CUST002315,Toys,Headphones,8,69304,INR,10,498988.8,Retail,Debit Card,0,1,1,0.184,91813.94
TXN0002760,29-05-2025,India,Bengaluru,Bengaluru,CUST001760,Food,Smartphone,7,36525,INR,10,230107.5,Retail,Cash,0,0,12,0.246,56606.44
TXN0002761,16-12-2024,India,Lucknow,Lucknow,CUST001391,Electronics,Tennis Racket,1,81997,INR,0,81997,Online,PayPal,0,0,1,0.227,18613.32
TXN0002762,02-02-2022,India,Ahmedabad,Ahmedabad,CUST001310,Sports,Action Figure,9,16982,INR,0,152838,Online,Debit Card,0,1,7,0.242,36986.8
TXN0002763,30-03-2025,India,Bengaluru,Bengaluru,CUST002866,Clothing,T-shirt,8,47420,INR,0,379360,Retail,Net Banking,0,0,10,0.278,105462.08
TXN0002764,05-02-2025,India,Bengaluru,Bengaluru,CUST001508,Clothing,Laptop,1,58819,INR,15,49996.15,Retail,Net Banking,0,0,10,0.078,3899.7
TXN0002765,22-09-2024,India,Ahmedabad,Ahmedabad,CUST002627,Electronics,Action Figure,1,53526,INR,10,48173.4,Online,Cash,0,1,13,0.3,14452.02
TXN0002766,06-03-2022,India,Lucknow,Lucknow,CUST001764,Toys,Tennis Racket,3,3448,INR,0,10344,Retail,Net Banking,0,1,2,0.135,1396.44
TXN0002767,04-01-2025,India,Bengaluru,Bengaluru,CUST001296,Beauty,Smartphone,3,43700,INR,5,124545,Retail,PayPal,0,1,5,0.164,20425.38
TXN0002768,05-12-2024,India,Delhi,Delhi,CUST001184,Beauty,Laptop,2,44278,INR,10,79700.4,Wholesale,Cash,0,1,10,0.133,10600.15
TXN0002769,26-03-2023,India,Bengaluru,Bengaluru,CUST000868,Clothing,Sofa,8,56880,INR,10,409536,Retail,Net Banking,0,1,7,0.298,122041.73
TXN0002770,10-09-2024,India,Delhi,Delhi,CUST002750,Furniture,T-shirt,5,17061,INR,0,85305,Retail,Credit Card,0,1,7,0.311,26529.86
TXN0002771,07-08-2024,India,Ahmedabad,Ahmedabad,CUST002278,Electronics,Laptop,1,98316,INR,0,98316,Retail,Net Banking,0,0,4,0.092,9045.07
TXN0002772,10-03-2023,India,Kolkata,Kolkata,CUST002774,Furniture,Snacks Pack,1,49315,INR,0,49315,Retail,Cash,1,0,5,0.207,10208.2
TXN0002773,18-09-2023,India,Bengaluru,Bengaluru,CUST000498,Electronics,Perfume,2,74192,INR,0,148384,Online,Cash,0,0,7,0.165,24483.36
TXN0002774,24-08-2025,India,Ahmedabad,Ahmedabad,CUST002254,Electronics,Perfume,7,6660,INR,5,44289,Retail,Cash,0,0,13,0.105,4650.34
TXN0002775,03-10-2024,India,Ahmedabad,Ahmedabad,CUST000199,Clothing,Tennis Racket,9,13005,INR,5,111192.75,Retail,UPI,0,1,8,0.217,24128.83
TXN0002776,09-02-2023,India,Chennai,Chennai,CUST002370,Clothing,Perfume,9,95832,INR,25,646866,Retail,Debit Card,0,0,12,0.16,103498.56
TXN0002777,23-05-2022,India,Jaipur,Jaipur,CUST002408,Sports,Perfume,9,48892,INR,5,418026.6,Online,Debit Card,0,0,3,0.265,110777.05
TXN0002778,29-01-2024,India,Mumbai,Mumbai,CUST001419,Furniture,Action Figure,6,52767,INR,0,316602,Online,Credit Card,0,0,1,0.301,95297.2
TXN0002779,15-10-2022,India,Pune,Pune,CUST002545,Beauty,Snacks Pack,5,73190,INR,0,365950,Retail,Cash,0,1,10,0.054,19761.3
TXN0002780,13-03-2022,India,Kolkata,Kolkata,CUST000458,Food,Snacks Pack,8,24525,INR,0,196200,Online,PayPal,0,1,9,0.214,41986.8
TXN0002781,11-02-2023,India,Pune,Pune,CUST000902,Sports,Tennis Racket,6,13206,INR,25,59427,Online,PayPal,0,0,2,0.224,13311.65
TXN0002782,08-07-2023,India,Lucknow,Lucknow,CUST001939,Furniture,Microwave,8,92266,INR,15,627408.8,Retail,PayPal,0,1,6,0.145,90974.28
TXN0002783,11-07-2025,India,Ahmedabad,Ahmedabad,CUST000153,Toys,Tennis Racket,1,36564,INR,5,34735.8,Retail,PayPal,0,0,13,0.291,10108.12
TXN0002784,29-05-2025,India,Bengaluru,Bengaluru,CUST000310,Electronics,T-shirt,4,1312,INR,25,3936,Online,UPI,0,1,8,0.323,1271.33
TXN0002785,18-02-2024,India,Bengaluru,Bengaluru,CUST000452,Food,Smartphone,5,45948,INR,0,229740,Retail,UPI,0,1,14,0.279,64097.46
TXN0002786,03-12-2024,India,Mumbai,Mumbai,CUST002316,Food,Snacks Pack,4,30650,INR,5,116470,Online,PayPal,0,1,7,0.208,24225.76
TXN0002787,16-09-2024,India,Kolkata,Kolkata,CUST000902,Sports,Microwave,6,72033,INR,0,432198,Online,UPI,0,0,3,0.053,22906.49
TXN0002788,16-10-2022,India,Ahmedabad,Ahmedabad,CUST002805,Food,Sofa,7,61119,INR,20,342266.4,Retail,Cash,0,1,5,0.177,60581.15
TXN0002789,20-02-2024,India,Mumbai,Mumbai,CUST000202,Sports,Smartphone,8,50795,INR,0,406360,Online,UPI,0,1,12,0.258,104840.88
TXN0002790,25-11-2024,India,Delhi,Delhi,CUST001883,Food,Snacks Pack,8,19270,INR,25,115620,Online,UPI,0,1,5,0.098,11330.76
TXN0002791,22-06-2023,India,Delhi,Delhi,CUST000360,Sports,Perfume,5,52321,INR,5,248524.75,Online,Debit Card,0,0,2,0.283,70332.5
TXN0002792,03-04-2023,India,Lucknow,Lucknow,CUST001137,Sports,Tennis Racket,8,95778,INR,30,536356.8,Retail,Net Banking,0,0,4,0.234,125507.49
TXN0002793,10-08-2025,India,Delhi,Delhi,CUST001318,Food,Microwave,3,94535,INR,5,269424.75,Online,Net Banking,0,0,8,0.149,40144.29
TXN0002794,28-01-2025,India,Kolkata,Kolkata,CUST001189,Furniture,Headphones,3,88067,INR,5,250990.95,Online,Net Banking,0,0,2,0.305,76552.24
TXN0002795,20-03-2025,India,Lucknow,Lucknow,CUST000508,Clothing,Sofa,1,31384,INR,5,29814.8,Online,Cash,0,0,6,0.243,7245
TXN0002796,05-03-2025,India,Pune,Pune,CUST001177,Clothing,Smartphone,1,91516,INR,20,73212.8,Online,Credit Card,0,1,1,0.141,10323
TXN0002797,27-07-2025,India,Bengaluru,Bengaluru,CUST002476,Toys,Sofa,1,54909,INR,0,54909,Online,Credit Card,0,1,2,0.109,5985.08
TXN0002798,15-02-2025,India,Mumbai,Mumbai,CUST001084,Electronics,Tennis Racket,3,23659,INR,20,56781.6,Online,Debit Card,1,1,3,0.097,5507.82
TXN0002799,06-09-2024,India,Jaipur,Jaipur,CUST000910,Beauty,Smartphone,8,24872,INR,20,159180.8,Retail,Credit Card,0,0,2,0.346,55076.56
TXN0002800,13-02-2023,India,Jaipur,Jaipur,CUST000067,Toys,Headphones,9,20558,INR,0,185022,Online,Credit Card,0,1,11,0.311,57541.84
TXN0002801,06-11-2024,India,Chennai,Chennai,CUST000628,Furniture,Perfume,3,16357,INR,25,36803.25,Online,Net Banking,0,1,13,0.256,9421.63
TXN0002802,06-10-2023,India,Kolkata,Kolkata,CUST002628,Food,Microwave,8,31990,INR,0,255920,Retail,Net Banking,0,1,5,0.191,48880.72
TXN0002803,08-09-2022,India,Chennai,Chennai,CUST000676,Clothing,Action Figure,1,8003,INR,15,6802.55,Online,Cash,0,1,14,0.304,2067.98
TXN0002804,28-05-2024,India,Ahmedabad,Ahmedabad,CUST002329,Electronics,Perfume,3,68894,INR,0,206682,Online,Credit Card,0,1,10,0.261,53944
TXN0002805,15-04-2022,India,Mumbai,Mumbai,CUST001032,Food,Tennis Racket,1,73960,INR,10,66564,Online,Cash,0,0,8,0.217,14444.39
TXN0002806,28-04-2024,India,Chennai,Chennai,CUST001305,Electronics,T-shirt,9,37808,INR,30,238190.4,Online,PayPal,0,1,9,0.284,67646.07
TXN0002807,30-11-2024,India,Chennai,Chennai,CUST001566,Food,Action Figure,3,80130,INR,0,240390,Retail,UPI,0,1,1,0.086,20673.54
TXN0002808,26-07-2023,India,Bengaluru,Bengaluru,CUST001651,Sports,Snacks Pack,5,89584,INR,0,447920,Online,PayPal,0,1,3,0.312,139751.04
TXN0002809,14-04-2023,India,Chennai,Chennai,CUST000335,Food,Tennis Racket,7,68825,INR,0,481775,Retail,Debit Card,0,1,6,0.088,42396.2
TXN0002810,09-07-2023,India,Pune,Pune,CUST000188,Clothing,Tennis Racket,9,29156,INR,0,262404,Online,Debit Card,0,0,6,0.321,84231.68
TXN0002811,17-06-2023,India,Kolkata,Kolkata,CUST000813,Clothing,Perfume,7,36497,INR,0,255479,Online,UPI,0,1,7,0.116,29635.56
TXN0002812,26-09-2023,India,Bengaluru,Bengaluru,CUST001765,Food,T-shirt,1,85223,INR,5,80961.85,Wholesale,Debit Card,0,0,6,0.166,13439.67
TXN0002813,04-09-2024,India,Hyderabad,Hyderabad,CUST000559,Clothing,Smartphone,7,47607,INR,15,283261.65,Online,Credit Card,0,0,10,0.278,78746.74
TXN0002814,19-05-2023,India,Lucknow,Lucknow,CUST000850,Toys,Perfume,7,62912,INR,15,374326.4,Online,PayPal,0,0,14,0.084,31443.42
TXN0002815,19-05-2025,India,Jaipur,Jaipur,CUST002090,Furniture,Headphones,2,74883,INR,5,142277.7,Online,Cash,0,1,11,0.342,48658.97
TXN0002816,13-05-2022,India,Bengaluru,Bengaluru,CUST002226,Food,Laptop,7,75972,INR,0,531804,Online,Credit Card,0,1,13,0.275,146246.1
TXN0002817,14-08-2024,India,Delhi,Delhi,CUST001799,Clothing,Laptop,2,28643,INR,0,57286,Online,Debit Card,0,0,10,0.128,7332.61
TXN0002818,16-08-2025,India,Jaipur,Jaipur,CUST000004,Electronics,Microwave,1,22193,INR,10,19973.7,Retail,PayPal,0,1,2,0.316,6311.69
TXN0002819,07-08-2022,India,Kolkata,Kolkata,CUST000310,Electronics,Smartphone,9,33750,INR,0,303750,Online,Credit Card,0,0,10,0.062,18832.5
TXN0002820,05-10-2024,India,Lucknow,Lucknow,CUST001709,Electronics,Smartphone,5,76262,INR,5,362244.5,Retail,Debit Card,0,1,3,0.053,19198.96
TXN0002821,19-09-2025,India,Kolkata,Kolkata,CUST000799,Beauty,Laptop,7,77678,INR,5,516558.7,Online,Cash,0,1,2,0.147,75934.13
TXN0002822,22-01-2023,India,Pune,Pune,CUST001104,Electronics,Smartphone,6,93036,INR,0,558216,Retail,Debit Card,0,0,14,0.08,44657.28
TXN0002823,02-11-2023,India,Delhi,Delhi,CUST002109,Sports,Perfume,8,67868,INR,5,515796.8,Wholesale,UPI,0,1,4,0.296,152675.85
TXN0002824,08-08-2024,India,Lucknow,Lucknow,CUST002426,Electronics,Snacks Pack,3,17691,INR,0,53073,Online,Debit Card,0,1,11,0.165,8757.04
TXN0002825,17-08-2025,India,Kolkata,Kolkata,CUST001411,Furniture,Action Figure,4,34785,INR,0,139140,Online,UPI,0,1,14,0.236,32837.04
TXN0002826,24-04-2022,India,Ahmedabad,Ahmedabad,CUST000943,Furniture,Microwave,2,30870,INR,0,61740,Online,Cash,0,0,9,0.297,18336.78
TXN0002827,02-04-2024,India,Ahmedabad,Ahmedabad,CUST002563,Beauty,Tennis Racket,5,2879,INR,0,14395,Retail,Debit Card,0,1,1,0.096,1381.92
TXN0002828,01-03-2022,India,Lucknow,Lucknow,CUST002051,Furniture,Sofa,1,10341,INR,10,9306.9,Wholesale,Cash,0,1,12,0.342,3182.96
TXN0002829,15-07-2024,India,Pune,Pune,CUST000477,Clothing,Headphones,5,13488,INR,10,60696,Retail,Net Banking,0,0,9,0.245,14870.52
TXN0002830,25-01-2024,India,Kolkata,Kolkata,CUST000059,Electronics,Sofa,8,3142,INR,0,25136,Retail,Net Banking,1,0,2,0.07,1759.52
TXN0002831,25-04-2022,India,Chennai,Chennai,CUST000309,Clothing,Headphones,6,69186,INR,5,394360.2,Online,Debit Card,0,1,13,0.212,83604.36
